***Setting up Tx radio...***,,,,,,,,,,,,,,,,,,,,,
***Tx radio setup completed...***,,,,,,,,,,,,,,,,,,,,,
126,-0.05,0.02,0,0,0,0,,,,,,,,,,,,,,,
126,-0.06,-0.07,0,0,0,0,,,,,,,,,,,,,,,
126,-0.05,0,0,0,0,0,,,,,,,,,,,,,,,
126,0.17,3.79,0,-0.12,0,0,,,,,,,,,,,,,,,
126,1.3,20.61,-4,-0.12,-1.42,-5.15,,,,,,,,,,,,,,,
126,0.91,-35.77,-3,-0.12,-1.03,-26.42,,,,,,,,,,,,,,,
126,0.36,8.91,-1,-0.12,-0.48,-0.48,,,,,,,,,,,,,,,
126,0.58,2.65,-2,-0.12,-0.7,-6.99,,,,,,,,,,,,,,,
126,0.88,5.13,-2,-0.12,-1,-15.16,,,,,,,,,,,,,,,
126,0.87,-1.65,-2,-0.12,-0.99,-26.61,,,,,,,,,,,,,,,
126,0.92,-4.13,-3,-0.12,-1.04,-38.35,,,,,,,,,,,,,,,
126,0.74,-4.07,-2,-0.12,-0.85,-48.2,,,,,,,,,,,,,,,
126,0.98,2.16,-2,0,-0.98,-56.97,,,,,,,,,,,,,,,
126,1.09,-2.03,-3,-0.12,-1.21,-69.3,,,,,,,,,,,,,,,
126,1.32,4.65,-4,-0.12,-1.43,-81.72,,,,,,,,,,,,,,,
126,1.12,0.23,-3,-0.12,-1.24,-94.55,,,,,,,,,,,,,,,
126,1.03,0.03,-3,-0.12,-1.15,-106.25,,,,,,,,,,,,,,,
126,1.13,6.47,-3,-0.12,-1.25,-117.17,,,,,,,,,,,,,,,
126,0.5,-7.69,-1,-0.12,-0.61,-126.87,,,,,,,,,,,,,,,
126,0.9,-0.26,-3,-0.12,-1.02,-137.61,,,,,,,,,,,,,,,
126,0.94,-0.11,-3,-0.12,-1.06,-147.93,,,,,,,,,,,,,,,
126,1.61,12.46,-5,-0.12,-1.73,-160.87,,,,,,,,,,,,,,,
126,2.19,-3.35,-6,-0.12,-2.31,-185.77,,,,,,,,,,,,,,,
126,7.68,130.38,-23,-0.12,-7.8,-219.27,,,,,,,,,,,,,,,
126,1.88,-37.11,-5,-0.12,-2,-273.29,,,,,,,,,,,,,,,
126,7.2,7.1,-21,-0.12,-7.32,-339.16,,,,,,,,,,,,,,,
126,4.11,-65.21,-12,-0.12,-4.23,-403.96,,,,,,,,,,,,,,,
126,-0.79,-28.45,2,-0.12,0.67,0.67,,,,,,,,,,,,,,,
126,0.51,15.88,-1,-0.12,-0.62,-1.72,,,,,,,,,,,,,,,
126,1.12,5.93,-3,-0.12,-1.24,-10.39,,,,,,,,,,,,,,,
126,1.15,27.68,-3,-0.12,-1.27,-2.03,,,,,,,,,,,,,,,
126,1.61,17.23,-5,-0.12,-1.72,-16.08,,,,,,,,,,,,,,,
126,3.16,-17.72,-9,-0.12,-3.27,-52.35,,,,,,,,,,,,,,,
126,2.49,-14.71,-7,-0.12,-2.6,-81.63,,,,,,,,,,,,,,,
126,3.24,7.57,-10,-0.12,-3.36,-108.78,,,,,,,,,,,,,,,
126,0.81,-7.33,-2,-0.12,-0.92,-124.82,,,,,,,,,,,,,,,
126,2.15,24,-6,-0.12,-2.27,-138.64,,,,,,,,,,,,,,,
126,2.6,7.21,-8,-0.12,-2.72,-165.27,,,,,,,,,,,,,,,
126,5.8,20.78,-17,-0.12,-5.92,-213.07,,,,,,,,,,,,,,,
126,7.41,-3.13,-22,-0.12,-7.52,-285.29,,,,,,,,,,,,,,,
126,4.92,-0.08,-15,-0.12,-5.04,-338.17,,,,,,,,,,,,,,,
126,4.6,43.32,-14,-0.12,-4.72,-374.64,,,,,,,,,,,,,,,
126,5.99,16.51,-18,-0.12,-6.11,-431.35,,,,,,,,,,,,,,,
126,3.34,-17.86,-10,-0.12,-3.45,-484.75,,,,,,,,,,,,,,,
126,3.24,4.87,-10,-0.12,-3.36,-518.26,,,,,,,,,,,,,,,
126,14.03,129.32,-42,-0.12,-14.14,-600.08,,,,,,,,,,,,,,,
126,20.89,104.2,-60,-0.12,-21.01,-767.34,,,,,,,,,,,,,,,
126,24.51,57.44,-60,-0.12,-24.62,-990.47,,,,,,,,,,,,,,,
126,22.53,-35.81,-60,-0.12,-22.64,-1230.78,,,,,,,,,,,,,,,
126,17.09,-28.13,-51,-0.12,-17.2,-1418.41,,,,,,,,,,,,,,,
126,10.93,-44.96,-33,-0.12,-11.05,-1553.51,,,,,,,,,,,,,,,
126,8.26,6.99,-25,-0.12,-8.38,-1640.51,,,,,,,,,,,,,,,
126,12.26,39.86,-37,-0.12,-12.38,-1747.26,,,,,,,,,,,,,,,
126,12.32,-12.24,-37,-0.12,-12.43,-1877.37,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
