1, 0.06, -0.86, 3.00, 0.00, 12.34, 0.00, 0, 0, -1
3, 0.05, -0.88, 3.00, 0.00, 12.34, 0.00, 0, 0, -1
7, 0.06, -0.88, 3.00, 0.00, 12.34, 0.00, 0, 0, -1
9, 0.05, -0.86, 1.00, 0.00, 9.99, 0.00, 0, 0, -1
10, 0.07, -0.84, 1.00, 0.00, 11.18, 0.00, 0, 0, -1
11, 0.09, -0.83, 1.00, 0.00, 12.15, 0.00, 0, 0, -1
22, 0.08, -0.83, 1.00, 0.00, 13.91, 0.00, 0, 0, -1
28, 0.08, -0.82, 1.00, 0.00, 14.60, 0.00, 0, 0, -1
33, 0.12, -0.81, 1.00, 0.00, 16.21, 0.00, 0, 0, -1
50, 0.09, -0.84, 1.00, 0.00, 18.36, 0.00, 0, 0, -1
62, 0.09, -0.85, 1.00, 0.00, 19.19, 0.00, 0, 0, -1
69, 0.03, -0.84, 1.00, 0.00, 21.04, 0.00, 0, 0, -1
84, -0.08, -0.94, 1.00, 0.00, 25.01, 0.00, 0, 0, -1
84, -0.34, -1.11, 1.00, 0.00, 24.31, 0.00, 0, 0, -1
84, 0.08, -1.03, 1.00, -2.00, 29.92, -2.00, 0, 0, -1
84, 0.34, 1.09, 1.00, -1.00, -37.54, -1.00, 0, 0, -1
84, 1.37, 2.91, 1.00, -4.00, -28.21, -4.00, 0, 0, -1
84, 3.65, 3.61, 1.00, -8.00, -39.69, -8.00, 0, -128, -1
84, 2.56, 1.26, 1.00, -1.00, 6.75, -1.00, 0, -128, -1
84, 0.25, 1.73, 1.00, 0.00, -31.47, 0.00, 0, -128, -1
89, -0.44, 1.66, 1.00, -4.00, -3.19, -4.00, 0, -128, -1
135, -5.77, -1.07, 1.00, 4.00, 30.64, 4.00, 0, -128, -1
143, -9.18, -0.37, 1.00, 5.00, -2.41, 5.00, 0, -128, -1
84, -5.80, -0.55, 1.00, -3.00, 26.30, -3.00, 0, -128, -1
84, -3.75, -1.41, 1.00, -1.00, 25.31, -1.00, 0, 0, -1
84, -5.68, -1.06, 1.00, 5.00, 18.78, 5.00, 0, 0, -1
84, -6.92, -0.21, 1.00, 1.00, 0.00, 1.00, 0, 0, -1
84, -4.09, 0.97, 1.00, -1.00, -21.63, -1.00, 0, 0, -1
84, 1.63, 2.00, 1.00, -12.00, -32.93, -12.00, 0, 0, -1
84, 1.10, 2.23, 1.00, 0.00, -30.72, 0.00, 0, 0, -1
84, -1.32, 1.24, 1.00, 0.00, -8.65, 0.00, 0, 0, -1
84, -0.96, -0.69, 1.00, -2.00, 21.99, -2.00, 0, 0, -1
132, 1.63, -0.65, 1.00, -7.00, -2.94, -7.00, 0, 0, -1
128, 2.55, 0.33, 1.00, -4.00, -14.44, -4.00, 0, 0, -1
84, 0.45, 1.27, 1.00, 0.00, -33.74, 0.00, 0, 0, -1
84, 0.21, 1.48, 1.00, -2.00, -23.35, -2.00, 0, 0, -1
84, 2.28, -0.16, 1.00, -6.00, 6.92, -6.00, 0, 0, -1
84, 1.90, 0.61, 1.00, -3.00, -37.55, -3.00, 0, 127, 23
84, -0.14, 1.82, 1.00, 0.00, -37.30, 0.00, 0, 0, -1
104, -1.23, 0.32, 1.00, 0.00, 2.11, 0.00, 0, 0, -1
148, 0.58, -0.57, 1.00, -2.00, 8.22, -2.00, 0, 0, -1
