84, -1.93, 0.26, 1.00, 4.00, 30.99, 4.00, 0, -5, -1
84, 0.86, -0.99, 1.00, 1.00, 16.72, 1.00, 0, -5, -1
84, 1.46, 1.00, 1.00, 2.00, -31.60, 2.00, 0, -5, -1
84, -0.55, 1.02, 1.00, 7.00, -9.84, 7.00, 0, -5, -1
84, , 0, -5, -1
84, , 0, -5, -1
84, -0.88, 0.79, 1.00, 4.00, -12.01, 4.00, 0, -5, -1
84, 0.62, 0.35, 1.00, 1.00, 1.14, 1.00, 0, -5, -1
142, -0.23, 0.69, 1.00, 3.00, -19.19, 3.00, 0, -5, -1
155, -0.02, 1.42, 1.00, 4.00, -35.83, 4.00, 0, -5, -1
155, , 0, -5, -1
154, -0.27, 0.94, 1.00, 4.00, -6.51, 4.00, 0, -5, -1
84, -0.61, -0.52, 1.00, 6.00, 8.32, 6.00, 0, -5, -1
84, , 0, -5, -1
84, , 0, -5, 127
84, , 0, -5, 127
84, -0.99, 0.08, 1.00, 8.00, -45.07, 8.00, 0, -5, 127
84, -3.12, 2.34, 1.00, 13.00, -47.27, 13.00, 0, -5, 127
84, 3.18, 0.05, 1.00, 3.00, -15.69, 3.00, 0, -5, 127
84, , 0, -5, 127
84, -0.74, 2.74, 1.00, 11.00, -41.64, 11.00, 0, -5, 127
84, , 0, -5, 127
129, , 0, -5, 127
129, -1.98, 7.19, 1.00, 7.00, -77.18, 7.00, 0, -128, 127
105, 0.01, 2.07, 1.00, 5.00, 18.37, 5.00, 0, -128, 127
85, -0.59, 1.55, 1.00, 3.00, 90.48, 3.00, 0, -128, 127
84, , 0, -128, 127
84, 0.95, -0.06, 1.00, 5.00, 56.54, 5.00, 0, -128, 107
84, -2.88, 3.36, 1.00, 8.00, -6.45, 8.00, 0, -24, -1
84, , 0, -128, -117
116, -1.79, 0.75, 1.00, -2.00, 63.12, -2.00, 0, -128, -128
135, -1.01, 5.12, 1.00, 1.00, -34.74, 1.00, 0, -128, -128
107, -0.40, -4.88, 1.00, 0.00, 146.16, 0.00, 0, -128, -128
84, 2.10, -0.33, 1.00, -3.00, -63.38, -3.00, 0, -128, -128
84, , 0, -5, -1
84, -4.52, -1.53, 1.00, 8.00, 25.77, 8.00, 0, -5, -1
84, -5.40, -5.20, 1.00, -13.00, 95.86, -13.00, 0, -5, -1
84, , 0, -5, -1
84, , 0, -5, -128
84, -2.73, -1.57, 1.00, 3.00, -34.91, 3.00, 0, -75, -128
84, -6.46, -1.82, 1.00, 10.00, 66.02, 10.00, 0, -84, -128
94, 1.15, 5.12, 1.00, 10.00, -83.36, 10.00, 0, -96, -128
146, -7.64, -0.45, 1.00, 14.00, 57.96, 14.00, 0, -5, -1
145, -3.00, -7.06, 1.00, -22.00, 86.95, -22.00, 0, -5, -1
122, , 0, -5, -1
84, 2.21, -1.22, 1.00, -4.00, -109.47, -4.00, 0, -5, -1
84, -4.16, 3.76, 1.00, 14.00, -87.22, 14.00, 0, -5, -1
84, , 0, -5, -1
84, -3.39, -2.38, 1.00, 0.00, 83.18, 0.00, 0, -5, -1
84, 4.74, -1.31, 1.00, -13.00, -8.54, -13.00, 0, -5, -128
84, -1.09, 3.14, 1.00, 8.00, -43.50, 8.00, 0, -5, -128
84, , 0, -5, -128
84, , 0, -5, -1
84, -1.85, 0.79, 1.00, 0.00, 2.57, 0.00, 0, -5, -1
84, 3.63, -3.09, 1.00, -8.00, 19.57, -8.00, 0, 122, -1
84, -1.83, -0.94, 1.00, 1.00, -65.74, 1.00, 0, 122, 26
84, , 0, 47, 127
84, -0.40, -1.18, 1.00, -1.00, -30.54, -1.00, 0, -5, 127
84, , 0, -5, 127
84, , 0, -5, 127
84, 2.89, 1.48, 1.00, 5.00, -22.39, 5.00, 0, -5, 127
84, -1.16, 3.40, 1.00, 6.00, -80.22, 6.00, 0, -5, 127
84, , 0, -5, 0
84, 1.02, -9.77, 1.00, -5.00, 197.92, -5.00, 0, -5, -1
84, 4.96, 8.58, 1.00, -6.00, -286.37, -6.00, 0, -5, -1
84, 0.41, 10.84, 1.00, 7.00, -109.21, 7.00, 0, -5, -1
0,0,0,0
42, -1.03, 0.10, 3.00, 0.00, 0.00, 0.00, 0, -5, -1
84, -1.02, 0.10, 3.00, 0.00, 0.00, 0.00, 0, -5, -1
84, -1.03, 0.10, 3.00, 0.00, 0.00, 0.00, 0, -5, -1
84, -1.03, 0.10, 1.00, 1.00, -1.78, 1.00, 0, -5, -1
84, -0.98, 0.19, 1.00, 1.00, -5.20, 1.00, 0, -5, -1
84, -2.31, -0.42, 1.00, 7.00, 13.02, 7.00, 0, -5, -1
84, -3.30, -1.11, 1.00, 1.00, 14.92, 1.00, 0, -5, -1
84, 1.49, 1.98, 1.00, -13.00, -68.20, -13.00, 0, -5, -1
84, 3.52, 0.65, 1.00, -4.00, 15.38, -4.00, 0, -5, -1
84, 1.83, -0.98, 1.00, 0.00, 30.20, 0.00, 0, -5, -1
84, 0.61, -1.52, 1.00, 0.00, 23.90, 0.00, 0, -5, -1
84, 0.40, 0.19, 1.00, 0.00, -21.02, 0.00, 0, -5, -1
84, -0.45, 2.23, 1.00, 0.00, -38.66, 0.00, 0, -5, -1
84, -3.35, -1.71, 1.00, 9.00, 82.15, 9.00, 0, -5, -1
84, -2.51, -2.75, 1.00, -1.00, 28.07, -1.00, 0, -5, -1
84, 1.60, 1.37, 1.00, -5.00, -57.86, -5.00, 0, -5, -1
84, -0.85, 2.13, 1.00, 6.00, -27.75, 6.00, 0, -5, -1
84, -3.36, 1.54, 1.00, 3.00, -18.64, 3.00, 0, -5, -1
84, 0.10, -0.60, 1.00, -3.00, 32.09, -3.00, 0, -5, -1
84, 0.88, -1.30, 1.00, 0.00, 3.69, 0.00, 0, -5, -1
84, -1.45, 3.67, 1.00, 8.00, -106.21, 8.00, 0, -5, -1
84, 0.09, -5.49, 1.00, 0.00, 98.56, 0.00, 0, -5, -1
84, -0.26, 0.96, 1.00, 0.00, -79.26, 0.00, 0, -5, -1
84, -1.84, 1.46, 1.00, 6.00, 3.17, 6.00, 0, -5, -1
84, -4.16, -0.91, 1.00, 7.00, 15.72, 7.00, 0, -5, -1
84, -3.13, 2.49, 1.00, 3.00, -76.90, 3.00, 0, -5, -1
84, -0.40, 1.71, 1.00, 0.00, -2.25, 0.00, 0, -5, 0
84, -1.72, -1.74, 1.00, 7.00, 45.46, 7.00, 0, -5, -1
84, -2.19, -1.57, 1.00, 4.00, 22.13, 4.00, 0, -5, -1
84, -1.01, -1.28, 1.00, 2.00, 15.17, 2.00, 0, -5, -1
84, -0.98, 0.71, 1.00, 6.00, -30.94, 6.00, 0, -5, -1
84, -2.51, 1.18, 1.00, 9.00, -17.88, 9.00, 0, -5, -1
84, -2.07, 0.91, 1.00, 1.00, -21.50, 1.00, 0, -5, -1
84, 2.24, 1.53, 1.00, -2.00, -32.16, -2.00, 0, -5, -1
84, 2.47, 0.14, 1.00, 3.00, 8.31, 3.00, 0, -5, -1
84, -0.32, -1.06, 1.00, 2.00, 22.00, 2.00, 0, -5, -1
84, 2.99, -1.86, 1.00, -4.00, 30.75, -4.00, 0, -5, -1
84, 6.71, -0.93, 1.00, -7.00, -1.35, -7.00, 0, -5, -1
84, 3.30, 0.25, 1.00, 3.00, -12.57, 3.00, 0, -5, -1
64, -3.76, 0.61, 1.00, 11.00, -14.16, 11.00, 0, -5, -1
63, -2.27, 1.72, 1.00, -3.00, -48.33, -3.00, 0, -5, -1
63, 0.53, 2.42, 1.00, -1.00, -38.41, -1.00, 0, -5, -1
60, 1.41, -2.71, 1.00, 0.00, 84.11, 0.00, 0, -5, -1
49, -0.08, -1.08, 1.00, 6.00, -48.59, 6.00, 0, -5, -1
35, 0.00, -6.13, 1.00, 4.00, 97.49, 4.00, 0, -5, -1